"time","y1","y2"
0.171,0,0
0.172,0,0
0.173,0,0
0.174,0,0
0.175,0,0
0.176,0,0
0.177,0,0
0.178,0,0
0.179,0,0
0.18,0,0
0.181,0,0
0.182,0,0
0.183,0,0
0.184,0,0
0.185,0,0
0.186,0,0
0.187,0,0
0.188,0,0
0.189,0,0
0.19,0,0
0.191,0,0
0.192,0,0
0.193,0,0
0.194,0,0
0.195,0,0
0.196,0,0
0.197,0,0
0.198,0,0
0.199,0,0
0.2,0,0
0.201,0,0
0.202,0.001,0.002
0.203,0.001999,0.003998
0.204,0.002997,0.005994
0.205,0.003994,0.007988
0.206,0.00498999,0.00998
0.207,0.00598498,0.01197
0.208,0.00697897,0.013958
0.209,0.00797194,0.015944
0.21,0.00896392,0.017928
0.211,0.00995488,0.01991
0.212,0.0109448,0.02189
0.213,0.0119338,0.023868
0.214,0.0129217,0.025844
0.215,0.0139086,0.027818
0.216,0.0148946,0.02979
0.217,0.0158795,0.03176
0.218,0.0168633,0.033728
0.219,0.0178462,0.035694
0.22,0.0188281,0.037658
0.221,0.0198089,0.03962
0.222,0.0207887,0.0415801
0.223,0.0217675,0.0435381
0.224,0.0227453,0.0454941
0.225,0.0237221,0.0474481
0.226,0.0246978,0.0494001
0.227,0.0256726,0.0513501
0.228,0.0266463,0.0532982
0.229,0.0276189,0.0552442
0.23,0.0285906,0.0571882
0.231,0.0295612,0.0591303
0.232,0.0305308,0.0610703
0.233,0.0314994,0.0630084
0.234,0.032467,0.0649444
0.235,0.0334335,0.0668785
0.236,0.034399,0.0688105
0.237,0.0353635,0.0707406
0.238,0.0363269,0.0726686
0.239,0.0372894,0.0745947
0.24,0.0382507,0.0765188
0.241,0.0392111,0.0784409
0.242,0.0401704,0.080361
0.243,0.0411287,0.0822791
0.244,0.042086,0.0841952
0.245,0.0430422,0.0861093
0.246,0.0439974,0.0880214
0.247,0.0449515,0.0899316
0.248,0.0459047,0.0918397
0.249,0.0468568,0.0937459
0.25,0.0478078,0.09565
0.251,0.0487578,0.0975522
0.252,0.0497068,0.0994524
0.253,0.0506548,0.101351
0.254,0.0516017,0.103247
0.255,0.0525475,0.105141
0.256,0.0534924,0.107033
0.257,0.0544361,0.108923
0.258,0.0553789,0.110812
0.259,0.0563206,0.112698
0.26,0.0572613,0.114582
0.261,0.0582009,0.116465
0.262,0.0591395,0.118345
0.263,0.060077,0.120223
0.264,0.0610135,0.1221
0.265,0.061949,0.123974
0.266,0.0628834,0.125846
0.267,0.0638167,0.127717
0.268,0.0647491,0.129585
0.269,0.0656804,0.131452
0.27,0.0666106,0.133316
0.271,0.0675398,0.135179
0.272,0.0684679,0.137039
0.273,0.069395,0.138898
0.274,0.0703211,0.140754
0.275,0.0712461,0.142609
0.276,0.07217,0.144461
0.277,0.0730929,0.146312
0.278,0.0740148,0.148161
0.279,0.0749356,0.150007
0.28,0.0758554,0.151852
0.281,0.0767741,0.153695
0.282,0.0776918,0.155535
0.283,0.0786084,0.157374
0.284,0.079524,0.159211
0.285,0.0804385,0.161046
0.286,0.081352,0.162879
0.287,0.0822644,0.16471
0.288,0.0831758,0.166539
0.289,0.0840861,0.168366
0.29,0.0849954,0.170191
0.291,0.0859036,0.172014
0.292,0.0868108,0.173835
0.293,0.0877169,0.175654
0.294,0.0886219,0.177471
0.295,0.089526,0.179286
0.296,0.0904289,0.181099
0.297,0.0913308,0.18291
0.298,0.0922317,0.18472
0.299,0.0931315,0.186527
0.3,0.0940302,0.188332
0.301,0.0949279,0.190136
0.302,0.0958246,0.191937
0.303,0.0967202,0.193737
0.304,0.0976147,0.195534
0.305,0.0985082,0.19733
0.306,0.0994007,0.199123
0.307,0.100292,0.200915
0.308,0.101182,0.202705
0.309,0.102072,0.204493
0.31,0.10296,0.206278
0.311,0.103847,0.208062
0.312,0.104733,0.209844
0.313,0.105618,0.211624
0.314,0.106502,0.213402
0.315,0.107385,0.215178
0.316,0.108267,0.216952
0.317,0.109148,0.218724
0.318,0.110028,0.220495
0.319,0.110906,0.222263
0.32,0.111784,0.224029
0.321,0.112661,0.225794
0.322,0.113536,0.227556
0.323,0.114411,0.229317
0.324,0.115284,0.231075
0.325,0.116157,0.232832
0.326,0.117028,0.234586
0.327,0.117898,0.236339
0.328,0.118768,0.23809
0.329,0.119636,0.239839
0.33,0.120503,0.241586
0.331,0.121369,0.243331
0.332,0.122234,0.245074
0.333,0.123098,0.246815
0.334,0.123961,0.248554
0.335,0.124823,0.250292
0.336,0.125684,0.252027
0.337,0.126544,0.25376
0.338,0.127402,0.255492
0.339,0.12826,0.257221
0.34,0.129117,0.258949
0.341,0.129972,0.260675
0.342,0.130827,0.262399
0.343,0.13168,0.264121
0.344,0.132533,0.265841
0.345,0.133384,0.267559
0.346,0.134234,0.269275
0.347,0.135083,0.270989
0.348,0.135932,0.272701
0.349,0.136779,0.274412
0.35,0.137625,0.27612
0.351,0.13847,0.277827
0.352,0.139314,0.279531
0.353,0.140157,0.281234
0.354,0.140999,0.282935
0.355,0.14184,0.284634
0.356,0.142679,0.286331
0.357,0.143518,0.288026
0.358,0.144356,0.289719
0.359,0.145193,0.29141
0.36,0.146028,0.2931
0.361,0.146863,0.294787
0.362,0.147696,0.296473
0.363,0.148529,0.298156
0.364,0.14936,0.299838
0.365,0.15019,0.301518
0.366,0.15102,0.303196
0.367,0.151848,0.304872
0.368,0.152675,0.306546
0.369,0.153501,0.308218
0.37,0.154326,0.309889
0.371,0.15515,0.311557
0.372,0.155973,0.313224
0.373,0.156795,0.314889
0.374,0.157616,0.316552
0.375,0.158436,0.318213
0.376,0.159255,0.319872
0.377,0.160073,0.321529
0.378,0.16089,0.323184
0.379,0.161705,0.324837
0.38,0.16252,0.326489
0.381,0.163334,0.328139
0.382,0.164146,0.329786
0.383,0.164958,0.331432
0.384,0.165768,0.333076
0.385,0.166578,0.334718
0.386,0.167386,0.336359
0.387,0.168193,0.337997
0.388,0.169,0.339634
0.389,0.169805,0.341268
0.39,0.170609,0.342901
0.391,0.171412,0.344532
0.392,0.172215,0.346161
0.393,0.173016,0.347788
0.394,0.173816,0.349413
0.395,0.174615,0.351037
0.396,0.175413,0.352659
0.397,0.17621,0.354278
0.398,0.177006,0.355896
0.399,0.177801,0.357512
0.4,0.178595,0.359126
0.401,0.179387,0.360739
0.402,0.180179,0.362349
0.403,0.18097,0.363958
0.404,0.18176,0.365564
0.405,0.182548,0.367169
0.406,0.183336,0.368772
0.407,0.184123,0.370373
0.408,0.184908,0.371973
0.409,0.185693,0.37357
0.41,0.186476,0.375166
0.411,0.187259,0.37676
0.412,0.18804,0.378352
0.413,0.188821,0.379942
0.414,0.1896,0.38153
0.415,0.190378,0.383116
0.416,0.191156,0.384701
0.417,0.191932,0.386284
0.418,0.192707,0.387865
0.419,0.193481,0.389444
0.42,0.194255,0.391021
0.421,0.195027,0.392596
0.422,0.195798,0.39417
0.423,0.196568,0.395742
0.424,0.197337,0.397312
0.425,0.198105,0.39888
0.426,0.198872,0.400446
0.427,0.199639,0.402011
0.428,0.200404,0.403573
0.429,0.201168,0.405134
0.43,0.201931,0.406693
0.431,0.202692,0.40825
0.432,0.203453,0.409806
0.433,0.204213,0.411359
0.434,0.204972,0.412911
0.435,0.20573,0.414461
0.436,0.206487,0.416009
0.437,0.207243,0.417555
0.438,0.207998,0.4191
0.439,0.208751,0.420643
0.44,0.209504,0.422183
0.441,0.210256,0.423722
0.442,0.211007,0.42526
0.443,0.211756,0.426795
0.444,0.212505,0.428329
0.445,0.213253,0.429861
0.446,0.213999,0.431391
0.447,0.214745,0.432919
0.448,0.21549,0.434446
0.449,0.216233,0.43597
0.45,0.216976,0.437493
0.451,0.217718,0.439014
0.452,0.218458,0.440534
0.453,0.219198,0.442051
0.454,0.219937,0.443567
0.455,0.220674,0.445081
0.456,0.221411,0.446593
0.457,0.222146,0.448103
0.458,0.222881,0.449612
0.459,0.223614,0.451119
0.46,0.224347,0.452624
0.461,0.225079,0.454127
0.462,0.225809,0.455629
0.463,0.226539,0.457129
0.464,0.227267,0.458626
0.465,0.227995,0.460123
0.466,0.228721,0.461617
0.467,0.229447,0.46311
0.468,0.230171,0.464601
0.469,0.230895,0.46609
0.47,0.231617,0.467577
0.471,0.232339,0.469063
0.472,0.23306,0.470546
0.473,0.233779,0.472029
0.474,0.234498,0.473509
0.475,0.235215,0.474987
0.476,0.235932,0.476464
0.477,0.236647,0.477939
0.478,0.237362,0.479413
0.479,0.238076,0.480884
0.48,0.238788,0.482354
0.481,0.2395,0.483822
0.482,0.24021,0.485288
0.483,0.24092,0.486753
0.484,0.241629,0.488216
0.485,0.242336,0.489677
0.486,0.243043,0.491136
0.487,0.243749,0.492593
0.488,0.244453,0.494049
0.489,0.245157,0.495503
0.49,0.24586,0.496956
0.491,0.246561,0.498406
0.492,0.247262,0.499855
0.493,0.247962,0.501302
0.494,0.248661,0.502748
0.495,0.249358,0.504192
0.496,0.250055,0.505634
0.497,0.250751,0.507074
0.498,0.251446,0.508512
0.499,0.25214,0.509949
0.5,0.252833,0.511384
0.501,0.253525,0.512818
0.502,0.254216,0.514249
0.503,0.254906,0.515679
0.504,0.255595,0.517107
0.505,0.256283,0.518534
0.506,0.25697,0.519959
0.507,0.257656,0.521382
0.508,0.258341,0.522803
0.509,0.259025,0.524223
0.51,0.259708,0.525641
0.511,0.26039,0.527057
0.512,0.261072,0.528472
0.513,0.261752,0.529884
0.514,0.262431,0.531296
0.515,0.263109,0.532705
0.516,0.263787,0.534113
0.517,0.264463,0.535519
0.518,0.265139,0.536923
0.519,0.265813,0.538326
0.52,0.266486,0.539727
0.521,0.267159,0.541126
0.522,0.267831,0.542524
0.523,0.268501,0.54392
0.524,0.269171,0.545314
0.525,0.26984,0.546706
0.526,0.270507,0.548097
0.527,0.271174,0.549487
0.528,0.27184,0.550874
0.529,0.272505,0.55226
0.53,0.273169,0.553644
0.531,0.273832,0.555026
0.532,0.274494,0.556407
0.533,0.275155,0.557786
0.534,0.275815,0.559164
0.535,0.276474,0.56054
0.536,0.277132,0.561914
0.537,0.277789,0.563286
0.538,0.278446,0.564657
0.539,0.279101,0.566026
0.54,0.279755,0.567394
0.541,0.280409,0.568759
0.542,0.281061,0.570124
0.543,0.281713,0.571486
0.544,0.282363,0.572847
0.545,0.283013,0.574206
0.546,0.283662,0.575564
0.547,0.28431,0.57692
0.548,0.284956,0.578274
0.549,0.285602,0.579626
0.55,0.286247,0.580977
0.551,0.286891,0.582327
0.552,0.287534,0.583674
0.553,0.288177,0.58502
0.554,0.288818,0.586365
0.555,0.289458,0.587707
0.556,0.290097,0.589048
0.557,0.290736,0.590388
0.558,0.291373,0.591726
0.559,0.29201,0.593062
0.56,0.292645,0.594397
0.561,0.29328,0.595729
0.562,0.293914,0.597061
0.563,0.294547,0.59839
0.564,0.295179,0.599719
0.565,0.29581,0.601045
0.566,0.29644,0.60237
0.567,0.297069,0.603693
0.568,0.297697,0.605015
0.569,0.298324,0.606334
0.57,0.298951,0.607653
0.571,0.299576,0.60897
0.572,0.300201,0.610285
0.573,0.300824,0.611598
0.574,0.301447,0.61291
0.575,0.302069,0.61422
0.576,0.302689,0.615529
0.577,0.303309,0.616836
0.578,0.303928,0.618142
0.579,0.304546,0.619445
0.58,0.305164,0.620748
0.581,0.30578,0.622048
0.582,0.306395,0.623348
0.583,0.30701,0.624645
0.584,0.307623,0.625941
0.585,0.308236,0.627235
0.586,0.308847,0.628528
0.587,0.309458,0.629819
0.588,0.310068,0.631109
0.589,0.310677,0.632397
0.59,0.311285,0.633683
0.591,0.311892,0.634968
0.592,0.312499,0.636251
0.593,0.313104,0.637532
0.594,0.313709,0.638813
0.595,0.314312,0.640091
0.596,0.314915,0.641368
0.597,0.315517,0.642643
0.598,0.316117,0.643917
0.599,0.316717,0.645189
0.6,0.317316,0.64646
0.601,0.317915,0.647729
0.602,0.318512,0.648996
0.603,0.319108,0.650262
0.604,0.319704,0.651526
0.605,0.320298,0.652789
0.606,0.320892,0.65405
0.607,0.321485,0.65531
0.608,0.322077,0.656568
0.609,0.322668,0.657825
0.61,0.323258,0.65908
0.611,0.323847,0.660333
0.612,0.324436,0.661585
0.613,0.325023,0.662836
0.614,0.32561,0.664084
0.615,0.326196,0.665332
0.616,0.326781,0.666577
0.617,0.327364,0.667821
0.618,0.327948,0.669064
0.619,0.32853,0.670305
0.62,0.329111,0.671545
0.621,0.329692,0.672783
0.622,0.330271,0.674019
0.623,0.33085,0.675254
0.624,0.331428,0.676488
0.625,0.332005,0.67772
0.626,0.332581,0.67895
0.627,0.333156,0.680179
0.628,0.33373,0.681406
0.629,0.334304,0.682632
0.63,0.334876,0.683856
0.631,0.335448,0.685079
0.632,0.336019,0.6863
0.633,0.336589,0.68752
0.634,0.337158,0.688738
0.635,0.337726,0.689955
0.636,0.338294,0.69117
0.637,0.33886,0.692384
0.638,0.339426,0.693596
0.639,0.339991,0.694806
0.64,0.340555,0.696015
0.641,0.341118,0.697223
0.642,0.34168,0.698429
0.643,0.342241,0.699634
0.644,0.342802,0.700837
0.645,0.343361,0.702039
0.646,0.34392,0.703239
0.647,0.344478,0.704437
0.648,0.345035,0.705634
0.649,0.345592,0.70683
0.65,0.346147,0.708024
0.651,0.346702,0.709217
0.652,0.347255,0.710408
0.653,0.347808,0.711598
0.654,0.34836,0.712786
0.655,0.348911,0.713973
0.656,0.349461,0.715158
0.657,0.350011,0.716342
0.658,0.35056,0.717524
0.659,0.351107,0.718705
0.66,0.351654,0.719884
0.661,0.3522,0.721062
0.662,0.352746,0.722238
0.663,0.35329,0.723413
0.664,0.353834,0.724587
0.665,0.354376,0.725759
0.666,0.354918,0.726929
0.667,0.355459,0.728098
0.668,0.355999,0.729266
0.669,0.356539,0.730432
0.67,0.357077,0.731597
0.671,0.357615,0.73276
0.672,0.358152,0.733922
0.673,0.358688,0.735082
0.674,0.359223,0.736241
0.675,0.359758,0.737398
0.676,0.360291,0.738554
0.677,0.360824,0.739709
0.678,0.361356,0.740862
0.679,0.361887,0.742013
0.68,0.362417,0.743163
0.681,0.362947,0.744312
0.682,0.363475,0.745459
0.683,0.364003,0.746605
0.684,0.36453,0.74775
0.685,0.365056,0.748892
0.686,0.365582,0.750034
0.687,0.366106,0.751174
0.688,0.36663,0.752313
0.689,0.367153,0.75345
0.69,0.367675,0.754586
0.691,0.368196,0.75572
0.692,0.368717,0.756853
0.693,0.369236,0.757985
0.694,0.369755,0.759115
0.695,0.370273,0.760243
0.696,0.370791,0.761371
0.697,0.371307,0.762496
0.698,0.371823,0.763621
0.699,0.372337,0.764744
0.7,0.372851,0.765866
0.701,0.373365,0.766986
0.702,0.373877,0.768104
0.703,0.374389,0.769222
0.704,0.374899,0.770338
0.705,0.375409,0.771452
0.706,0.375919,0.772565
0.707,0.376427,0.773677
0.708,0.376935,0.774788
0.709,0.377441,0.775897
0.71,0.377947,0.777004
0.711,0.378453,0.77811
0.712,0.378957,0.779215
0.713,0.379461,0.780318
0.714,0.379963,0.78142
0.715,0.380466,0.782521
0.716,0.380967,0.78362
0.717,0.381467,0.784718
0.718,0.381967,0.785814
0.719,0.382466,0.786909
0.72,0.382964,0.788003
0.721,0.383461,0.789095
0.722,0.383958,0.790186
0.723,0.384453,0.791276
0.724,0.384948,0.792364
0.725,0.385443,0.793451
0.726,0.385936,0.794536
0.727,0.386429,0.79562
0.728,0.38692,0.796703
0.729,0.387412,0.797784
0.73,0.387902,0.798864
0.731,0.388391,0.799942
0.732,0.38888,0.80102
0.733,0.389368,0.802095
0.734,0.389855,0.80317
0.735,0.390342,0.804243
0.736,0.390827,0.805315
0.737,0.391312,0.806385
0.738,0.391796,0.807454
0.739,0.39228,0.808522
0.74,0.392762,0.809588
0.741,0.393244,0.810653
0.742,0.393725,0.811717
0.743,0.394205,0.812779
0.744,0.394685,0.81384
0.745,0.395164,0.8149
0.746,0.395642,0.815958
0.747,0.396119,0.817015
0.748,0.396595,0.81807
0.749,0.397071,0.819125
0.75,0.397546,0.820177
0.751,0.39802,0.821229
0.752,0.398494,0.822279
0.753,0.398966,0.823328
0.754,0.399438,0.824376
0.755,0.399909,0.825422
0.756,0.40038,0.826467
0.757,0.400849,0.82751
0.758,0.401318,0.828553
0.759,0.401786,0.829594
0.76,0.402254,0.830633
0.761,0.402721,0.831672
0.762,0.403187,0.832709
0.763,0.403652,0.833744
0.764,0.404116,0.834779
0.765,0.40458,0.835812
0.766,0.405043,0.836843
0.767,0.405505,0.837874
0.768,0.405966,0.838903
0.769,0.406427,0.839931
0.77,0.406887,0.840957
0.771,0.407346,0.841982
0.772,0.407805,0.843006
0.773,0.408263,0.844029
0.774,0.40872,0.84505
0.775,0.409176,0.84607
0.776,0.409632,0.847089
0.777,0.410086,0.848106
0.778,0.41054,0.849122
0.779,0.410994,0.850137
0.78,0.411446,0.85115
0.781,0.411898,0.852162
0.782,0.41235,0.853173
0.783,0.4128,0.854183
0.784,0.41325,0.855191
0.785,0.413699,0.856198
0.786,0.414147,0.857204
0.787,0.414595,0.858209
0.788,0.415041,0.859212
0.789,0.415488,0.860214
0.79,0.415933,0.861215
0.791,0.416378,0.862214
0.792,0.416822,0.863212
0.793,0.417265,0.864209
0.794,0.417707,0.865204
0.795,0.418149,0.866199
0.796,0.41859,0.867192
0.797,0.419031,0.868184
0.798,0.41947,0.869174
0.799,0.419909,0.870163
0.8,0.420347,0.871151
0.801,0.420785,0.872138
0.802,0.421222,0.873123
0.803,0.421658,0.874108
0.804,0.422093,0.875091
0.805,0.422528,0.876072
0.806,0.422962,0.877053
0.807,0.423395,0.878032
0.808,0.423828,0.87901
0.809,0.42426,0.879987
0.81,0.424691,0.880962
0.811,0.425121,0.881936
0.812,0.425551,0.882909
0.813,0.42598,0.883881
0.814,0.426408,0.884851
0.815,0.426836,0.885821
0.816,0.427263,0.886789
0.817,0.427689,0.887755
0.818,0.428115,0.888721
0.819,0.42854,0.889685
0.82,0.428964,0.890648
0.821,0.429388,0.89161
0.822,0.42981,0.892571
0.823,0.430232,0.89353
0.824,0.430654,0.894488
0.825,0.431075,0.895445
0.826,0.431495,0.896401
0.827,0.431914,0.897355
0.828,0.432333,0.898308
0.829,0.432751,0.89926
0.83,0.433168,0.900211
0.831,0.433585,0.901161
0.832,0.434001,0.902109
0.833,0.434416,0.903056
0.834,0.434831,0.904002
0.835,0.435244,0.904947
0.836,0.435658,0.905891
0.837,0.43607,0.906833
0.838,0.436482,0.907774
0.839,0.436893,0.908714
0.84,0.437304,0.909653
0.841,0.437714,0.91059
0.842,0.438123,0.911526
0.843,0.438531,0.912461
0.844,0.438939,0.913395
0.845,0.439346,0.914328
0.846,0.439753,0.91526
0.847,0.440159,0.91619
0.848,0.440564,0.917119
0.849,0.440968,0.918047
0.85,0.441372,0.918974
0.851,0.441775,0.919899
0.852,0.442178,0.920824
0.853,0.44258,0.921747
0.854,0.442981,0.922669
0.855,0.443381,0.92359
0.856,0.443781,0.924509
0.857,0.44418,0.925428
0.858,0.444579,0.926345
0.859,0.444977,0.927261
0.86,0.445374,0.928176
0.861,0.445771,0.92909
0.862,0.446166,0.930002
0.863,0.446562,0.930914
0.864,0.446956,0.931824
0.865,0.44735,0.932733
0.866,0.447744,0.933641
0.867,0.448136,0.934548
0.868,0.448528,0.935453
0.869,0.44892,0.936358
0.87,0.44931,0.937261
0.871,0.4497,0.938163
0.872,0.45009,0.939064
0.873,0.450478,0.939964
0.874,0.450867,0.940863
0.875,0.451254,0.94176
0.876,0.451641,0.942656
0.877,0.452027,0.943552
0.878,0.452413,0.944446
0.879,0.452797,0.945338
0.88,0.453182,0.94623
0.881,0.453565,0.947121
0.882,0.453948,0.94801
0.883,0.454331,0.948898
0.884,0.454712,0.949786
0.885,0.455094,0.950672
0.886,0.455474,0.951557
0.887,0.455854,0.95244
0.888,0.456233,0.953323
0.889,0.456612,0.954204
0.89,0.456989,0.955085
0.891,0.457367,0.955964
0.892,0.457743,0.956842
0.893,0.458119,0.957719
0.894,0.458495,0.958595
0.895,0.45887,0.959469
0.896,0.459244,0.960343
0.897,0.459617,0.961215
0.898,0.45999,0.962087
0.899,0.460363,0.962957
0.9,0.460734,0.963826
0.901,0.461105,0.964694
0.902,0.461476,0.965561
0.903,0.461846,0.966426
0.904,0.462215,0.967291
0.905,0.462583,0.968155
0.906,0.462951,0.969017
0.907,0.463319,0.969878
0.908,0.463685,0.970738
0.909,0.464052,0.971598
0.91,0.464417,0.972455
0.911,0.464782,0.973312
0.912,0.465146,0.974168
0.913,0.46551,0.975023
0.914,0.465873,0.975876
0.915,0.466235,0.976729
0.916,0.466597,0.97758
0.917,0.466958,0.97843
0.918,0.467319,0.97928
0.919,0.467679,0.980128
0.92,0.468039,0.980975
0.921,0.468397,0.98182
0.922,0.468756,0.982665
0.923,0.469113,0.983509
0.924,0.46947,0.984352
0.925,0.469827,0.985193
0.926,0.470183,0.986034
0.927,0.470538,0.986873
0.928,0.470892,0.987711
0.929,0.471246,0.988548
0.93,0.4716,0.989385
0.931,0.471953,0.99022
0.932,0.472305,0.991054
0.933,0.472657,0.991887
0.934,0.473008,0.992718
0.935,0.473358,0.993549
0.936,0.473708,0.994379
0.937,0.474057,0.995207
0.938,0.474406,0.996035
0.939,0.474754,0.996861
0.94,0.475102,0.997687
0.941,0.475449,0.998511
0.942,0.475795,0.999335
0.943,0.476141,1.00016
0.944,0.476486,1.00098
0.945,0.47683,1.0018
0.946,0.477174,1.00262
0.947,0.477518,1.00344
0.948,0.477861,1.00425
0.949,0.478203,1.00507
0.95,0.478545,1.00588
0.951,0.478886,1.0067
0.952,0.479226,1.00751
0.953,0.479566,1.00832
0.954,0.479906,1.00913
0.955,0.480245,1.00994
0.956,0.480583,1.01075
0.957,0.480921,1.01156
0.958,0.481258,1.01236
0.959,0.481594,1.01317
0.96,0.48193,1.01397
0.961,0.482266,1.01478
0.962,0.4826,1.01558
0.963,0.482935,1.01638
0.964,0.483268,1.01718
0.965,0.483601,1.01798
0.966,0.483934,1.01878
0.967,0.484266,1.01958
0.968,0.484597,1.02037
0.969,0.484928,1.02117
0.97,0.485259,1.02196
0.971,0.485588,1.02275
0.972,0.485917,1.02355
0.973,0.486246,1.02434
0.974,0.486574,1.02513
0.975,0.486902,1.02592
0.976,0.487229,1.0267
0.977,0.487555,1.02749
0.978,0.487881,1.02828
0.979,0.488206,1.02906
0.98,0.488531,1.02985
0.981,0.488855,1.03063
0.982,0.489179,1.03141
0.983,0.489502,1.03219
0.984,0.489824,1.03297
0.985,0.490146,1.03375
0.986,0.490468,1.03453
0.987,0.490789,1.0353
0.988,0.491109,1.03608
0.989,0.491429,1.03685
0.99,0.491748,1.03763
0.991,0.492067,1.0384
0.992,0.492385,1.03917
0.993,0.492702,1.03994
0.994,0.493019,1.04071
0.995,0.493336,1.04148
0.996,0.493652,1.04225
0.997,0.493967,1.04302
0.998,0.494282,1.04378
0.999,0.494597,1.04455
1,0.49491,1.04531
